docId,clinicId,netCode,facilityName,facilityType,line1,line2,city,state,zip,proximity,phone,fax,email,website,amenities,classes,gender,acceptingNewMembers,enrolled,ashAcceptsFeeStatusSID,isActiveOptionsInstructor,doesNotParticipateInAllHealthPlans,activeOptionsInstructorClasses,displayExerciseClasses,minimumAge,hasGuestPass
1053261,160641,0,Express Fitness For Women,Gender-Specific Fitness Center,700 Northcrest Dr,Ste C,Crescent City,CA,95531,2.05,7074651806,,Anita_Stefko@hotmail.com,www.effw.com,"Cardiovascular Equipment,Personal Training,Pilates,Strength Training Equipment,Yoga,Zumba",,Female Only,True,False,NoFeeRequired,False,False,,False,18 (or 12 with guardian),True
1181873,331134,0,The Club Health and Fitness,Fitness Club,220 US Highway 101 N,,Crescent City,CA,95531,2.39,7074653730,,clubfitnesscc@yahoo.com,,"Cardiovascular Equipment,Cycling Classes,Dance,Locker Facilities,Personal Training,Racquetball,Sauna,Strength Training Equipment,Tanning,Yoga,Zumba",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 12 with guardian),True
1295841,428130,0,Bear River Recreation Center,Fitness Club,265 Keisner Rd,,Loleta,CA,95551,4.48,7077331900,7077331723 ,alishathomas@brb-nsn.gov,www.bearriverrecreationcenter.com,"Basketball,Locker Facilities,Personal Training,Pilates,Sauna,Strength Training Equipment,Yoga,Zumba",,Coed,True,False,NoFeeRequired,False,False,,False,13 (or 10 with guardian),True
1111311,242322,0,Adorni Center - City of Eureka,Exercise Center,1011 Waterfront Dr,,Eureka,CA,95501,3.29,7074414248,7074414029 ,cjungers@ci.eureka.ca.gov,www.ci.eureka.ca.gov/depts/recreation/adorni_center.asp,"Basketball,Cardiovascular Equipment,Dance,Locker Facilities,Personal Training,Pickleball,Pilates,Strength Training Equipment,Tai Chi,Yoga,Zumba",,Coed,True,False,NoFeeRequired,False,False,,False,10 (or 8 with guardian),True
1052597,159775,0,Fitness 19,Fitness Club,4345 Sunrise Blvd,,Fair Oaks,CA,95628,3.15,9169621900,9169628273 ,FAIROAKS@FITNESS19.COM,https://www.fitness19.com/centers/fair-oaks/,"Cardiovascular Equipment,Childcare,Locker Facilities,Personal Training,Pilates,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,18 (or 12 with guardian),True
1145304,289920,0,Anytime Fitness - Rancho Cordova - Club 3252,Fitness Club,3161 Zinfandel Dr,# 3225,Rancho Cordova,CA,95670,3.77,9167060090,,RanchoCordovaCA@anytimefitness.com,www.anytimefitness.com/gyms/2835/Rancho-Cordova-CA-95670,"Cardiovascular Equipment,Locker Facilities,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1172520,349849,0,Crunch Fitness - Citrus Heights,Fitness Club,6124 San Juan Ave,,Citrus Heights,CA,95610,3.90,9255705789,,marketing@norcal.fit,https://www.crunch.com/locations/citrus-heights,"Cardiovascular Equipment,Childcare,Locker Facilities,Personal Training,Pilates,Strength Training Equipment,Tanning,Yoga",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 13 with guardian),True
1053554,303733,0,Curves - 1640,Gender-Specific Fitness Center,5489 Sunrise Blvd,Ste G,Citrus Heights,CA,95610,3.93,9169657700,9169657701 ,,www.curves.com,"Cardiovascular Equipment,Strength Training Equipment",,Female Only,True,False,NoFeeRequired,False,False,,False,13 (or 13 with guardian),True
1247827,383704,0,Neil Orchard Senior Activities Center,Exercise Center,3480 Routier Rd,,Sacramento,CA,95827,4.30,9163663133,,hschelske@crpd.com,crpd.com/parks/neil-orchard-senior-activities-center/,"Dance,Pilates,Tai Chi,Yoga,Zumba",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1152558,300156,0,Anytime Fitness - Sacramento - Club 4138,Fitness Club,455 Watt Ave,,Sacramento,CA,95864,4.83,9164817555,,SacramentoCA3@anytimefitness.com,https://www.anytimefitness.com/gyms/3241/sacramento-ca-95864/,"Cardiovascular Equipment,Locker Facilities,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1252185,383724,0,Premier Fitness,Fitness Club,9186 Harbour Point Dr,,Elk Grove,CA,95758,4.39,9166916100,9166916107 ,info@premierfit4u.com,www.premierfit4u.com,"Cardiovascular Equipment,Locker Facilities,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,18 (or 13 with guardian),True
1302798,434267,0,Instructor: Steve Bonnel,ActiveOptions Instructor,620 Pole Line Rd,,Davis,CA,95618,1.15,5307583900,,john@ranchoyolo.net,http://groups.dcn.org/ryca,,,Coed,True,False,NoFeeRequired,True,True,"[{'className': 'Functional Fitness for Health & Vitality', 'classTimes': ['Monday, 11:00 am - 12:00 pm', 'Wednesday, 11:00 am - 12:00 pm', 'Friday, 11:00 am - 12:00 pm']}]",False,18 (or 18 with guardian),False
1285458,420417,0,JC Fit Personal Training and 24hr Gym,Fitness Club,3006 State Highway 49,Ste C,Cool,CA,95614,2.26,5303333002,,jcfittt@gmail.com,https://www.studiojcfit.com/,"Cardiovascular Equipment,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,13 (or 12 with guardian),True
1128717,367486,0,Anytime Fitness - Placerville - Club 1032,Fitness Club,3970 Missouri Flat Rd,Ste 1,Placerville,CA,95667,2.20,5302953600,,PlacervilleCA@anytimefitness.com,https://www.anytimefitness.com/gyms/2666/placerville-ca-95667/,"Cardiovascular Equipment,Cycling Classes,Locker Facilities,Personal Training,Strength Training Equipment,Yoga,Zumba",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1107691,240997,0,Snap Fitness - 953,Fitness Club,1248 Broadway,,Placerville,CA,95667,3.53,5306212777,,placerville@snapfitness.com,www.snapfitness.com,"Cardiovascular Equipment,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 14 with guardian),True
1103941,235303,0,Fitness 19,Fitness Club,7845 Lichen Dr,,Citrus Heights,CA,95621,4.84,9167271919,9167271920 ,127citrusheightsca@fitness19.com,https://www.fitness19.com/centers/citrus-heights/,"Cardiovascular Equipment,Childcare,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,18 (or 12 with guardian),True
1217412,361516,0,Gold's Gym,Fitness Club,8485 Auburn Blvd,,Citrus Heights,CA,95610,4.87,9162418939,,auburnmgnt@gmail.com,http://www.goldsgym.com/citrus-heights/,"Cardiovascular Equipment,Cycling Classes,Locker Facilities,Personal Training,Pilates,Strength Training Equipment,Yoga,Zumba",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 13 with guardian),True
1113785,246852,0,Anytime Fitness - Auburn - Club 2531,"Fitness Club
At least 1 Silver&Fit Exercise Class/Week",12130 New Airport Rd,Ste 200,Auburn,CA,95603,0.90,5308871265,5308871271 ,auburnca@anytimefitness.com,https://www.anytimefitness.com/gyms/2174/auburn-ca-95603/,"Cardiovascular Equipment,Cycling Classes,Kickboxing,Locker Facilities,Personal Training,Pilates,Strength Training Equipment,Yoga",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1185615,334538,0,1 Lifestyle Fitness,"Fitness Club
At least 1 Silver&Fit Exercise Class/Week",11800 Enterprise Dr,,Auburn,CA,95603,1.19,5308870215,,tracey@1lifestylefitness.com,www.1lifestylefitness.com,"Cardiovascular Equipment,Childcare,Cycling Classes,Kickboxing,Locker Facilities,Personal Training,Pilates,Strength Training Equipment,Tai Chi,Tanning,Yoga,Zumba",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 12 with guardian),True
1229765,387601,0,CACFit,Fitness Club,2514 Bell Rd,,Auburn,CA,95603,1.55,5308851964,,fredyo@cacfit.com,www.cacfit.com,"Cardiovascular Equipment,Cycling Classes,Kickboxing,Locker Facilities,Personal Training,Pilates,Strength Training Equipment,Yoga,Zumba",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 13 with guardian),True
1251034,385558,0,Auburn Fit 1,Fitness Club,680 Auburn Folsom Rd,Ste 109,Auburn,CA,95603,3.19,5308203513,,jamieauburnfit1@gmail.com,www.auburnfit1.com,"Cardiovascular Equipment,Cycling Classes,Locker Facilities,Personal Training,Pilates,Sauna,Strength Training Equipment,Yoga,Zumba",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 15 with guardian),True
1260020,394851,0,Ironworks Fitness - Georgetown,Fitness Club,6292 Main St,Ste B,Georgetown,CA,95634,4.01,5303334162,,ironworksfitness@hotmail.com,www.ironworksfitness.biz,"Cardiovascular Equipment,Cycling Classes,Personal Training,Strength Training Equipment,Yoga",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 15 with guardian),True
1068548,190362,0,Generations Health Club,"Fitness Club
At least 2 Silver&Fit Exercise Class/Week",22824 Industrial Pl,,Grass Valley,CA,95949,4.08,5302682860,5302682861 ,train@generationshealthclub.com,www.generationshealthclub.com,"Cafe,Cardiovascular Equipment,Cycling Classes,Dance,Kickboxing,Locker Facilities,Massage Therapy,Personal Training,Pilates,Spa Services,Strength Training Equipment,Tanning,Yoga,Zumba",,Coed,True,False,NoFeeRequired,False,False,,False,15 (or 13 with guardian),True
1142980,286313,0,West Sacramento Recreation Center,Fitness Club,2801 Jefferson Blvd,,West Sacramento,CA,95691,3.24,9166174770,9163722987 ,anap@cityofwestsacramento.org,https://www.cityofwestsacramento.org/government/departments/parks-recreation/recreation-center-pool,"Basketball,Cardiovascular Equipment,Childcare,Climbing Wall,Cycling Classes,Kickboxing,Locker Facilities,Personal Training,Pickleball,Pilates,Pool,Running/Walking Track,Strength Training Equipment,Yoga,Zumba",,Coed,True,False,NoFeeRequired,False,False,,False,13 (or 12 with guardian),True
1135034,304801,0,YMCA of Superior California - Sacramento Central YMCA,Fitness Club,2021 W St,,Sacramento,CA,95818,3.42,9164529622,9164527724 ,jlowden@ymcasuperiorcal.org,http://www.ymcasuperiorcal.org/locations/branch/sacramento-central-ymca/,"Aquatics,Basketball,Cardiovascular Equipment,Childcare,Climbing Wall,Cycling Classes,Dance,Kickboxing,Locker Facilities,Personal Training,Pickleball,Pilates,Pool,Strength Training Equipment,Tai Chi,Yoga,Zumba",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1105225,237734,0,Anytime Fitness - Sacramento - Club 2207,Fitness Club,4421 Gateway Park Blvd,,Sacramento,CA,95834,4.50,9165759999,,natomas@anytimefitness.com,www.anytimefitness.com/gyms/929/Sacramento-CA-95834,"Cardiovascular Equipment,Locker Facilities,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1260768,395698,0,Elite Fitness and Performance,Fitness Club,1770 36th St,,Sacramento,CA,95816,4.51,8773348338,,jcharlesservice@yahoo.com,http://www.efitnessperformance.net/,"Cardiovascular Equipment,Cycling Classes,Kickboxing,Personal Training",,Coed,True,False,NoFeeRequired,False,False,,False,18 (or 12 with guardian),True
1053670,161171,0,Curves - 9392,Gender-Specific Fitness Center,1801 Cirby Way,Ste 6,Roseville,CA,95661,2.44,9167832601,9167832602 ,curvesrosevillesw@gmail.com,www.curves.com,"Cardiovascular Equipment,Dance,Personal Training,Strength Training Equipment,Zumba",,Female Only,True,False,NoFeeRequired,False,False,,False,18 (or 13 with guardian),True
1140460,282664,0,Anytime Fitness - Roseville - Club 3149,Fitness Club,1850 DOUGLAS BLVD,STE 204,Roseville,CA,95661,3.39,9167890110,,RosevilleCA@anytimefitness.com,www.anytimefitness.com/gyms/2863/Roseville-CA-95661,"Cardiovascular Equipment,Locker Facilities,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1124486,260129,0,Anytime Fitness - Granite Bay - Club 1955,Fitness Club,9711 Village Center Dr,,Granite Bay,CA,95746,3.60,9167863999,9167863899 ,GraniteBayCA@anytimefitness.com,https://www.anytimefitness.com/gyms/2363/granite-bay-ca-95746/,"Cardiovascular Equipment,Kickboxing,Locker Facilities,Personal Training,Pilates,Strength Training Equipment,Tanning,Yoga",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1052972,307948,0,Fitness Pro,Fitness Club,550 Industrial Dr,Ste 150,Galt,CA,95632,1.01,2097455382,,randy@fitnessprolodi.com,www.fitnessprolodi.com,"Basketball,Cardiovascular Equipment,Childcare,Cycling Classes,Kickboxing,Locker Facilities,Personal Training,Pilates,Sauna,Strength Training Equipment,Tanning,Yoga,Zumba",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1115911,250334,0,Anytime Fitness - Galt - Club 2742,Fitness Club,10530 Twin Cities Rd,,Galt,CA,95632,1.10,2097449400,,GaltCA@anytimefitness.com,www.anytimefitness.com/gyms/2348/Galt-CA-95632,"Cardiovascular Equipment,Personal Training,Strength Training Equipment,Zumba",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 13 with guardian),True
1053563,394349,0,Curves - 3200,Gender-Specific Fitness Center,1012 E Bidwell St,Ste C600,Folsom,CA,95630,0.48,9169845878,9169845872 ,,www.curves.com,"Cardiovascular Equipment,Strength Training Equipment",,Female Only,True,False,NoFeeRequired,False,False,,False,13 (or 13 with guardian),True
1149619,296251,0,Anytime Fitness - Folsom - Club 3288,Fitness Club,1007 E Bidwell St,,Folsom,CA,95630,0.64,9169320920,,folsomCA@anytimefitness.com,www.anytimefitness.com/gyms/2991/Folsom-CA-95630,"Cardiovascular Equipment,Locker Facilities,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1130045,267847,0,Snap Fitness - Club 1213,Fitness Club,2222 Francisco Dr,Ste 290,El Dorado Hills,CA,95762,4.15,9169339448,,eldoradohills2@snapfitness.com,www.snapfitness.com,"Cardiovascular Equipment,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 14 with guardian),True
1252445,386873,0,Urban Sprawl Fitness,Fitness Club,1117 Windfield Way,Ste 100,El Dorado Hills,CA,95762,4.74,9169419213,,getfit@urbansprawlfitness.com,www.urbansprawlfitness.com,"Cardiovascular Equipment,Locker Facilities,Massage Therapy,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 12 with guardian),True
1140008,281999,0,Express Fitness For Women,Gender-Specific Fitness Center,8153 Elk Grove Blvd,Ste 35,Elk Grove,CA,95758,2.47,9166914000,,express.fitness@gmail.com,http://www.expressfitnesseg.com/,"Cardiovascular Equipment,Dance,Kickboxing,Personal Training,Strength Training Equipment,Yoga,Zumba",,Female Only,True,False,NoFeeRequired,False,False,,False,Information not available,True
1147253,292785,0,Ripon Fitness,Fitness Club,596 N Wilma Ave,Ste A,Ripon,CA,95366,3.55,2095992220,,scognamike@gmail.com,www.ripon247.com,"Cardiovascular Equipment,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,14 (or 10 with guardian),True
1100710,228727,0,Cameron Park Physical Therapy and Wellness Center,Fitness Club,1060 Camerado Dr,,Cameron Park,CA,95682,2.32,5306767184,5306767138 ,cameronparkpt@sbcglobal.net,www.cameronparkphysicaltherapy.com,"Cardiovascular Equipment,Locker Facilities,Massage Therapy,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1079848,202805,0,Snap Fitness - Club 290,Fitness Club,3975 Durock Rd,,Shingle Springs,CA,95682,4.71,5306722777,,shinglesprings@snapfitness.com,www.snapfitness.com/shinglesprings,"Cardiovascular Equipment,Cycling Classes,Personal Training,Strength Training Equipment,Yoga,Zumba",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 14 with guardian),True
1216545,360847,0,Murieta Health Club,Fitness Club,7281 Lone Pine Dr,Ste D105,Rancho Murieta,CA,95683,1.48,9163548677,,murietahealthclub@yahoo.com,http://murietahealthclub.com/,"Cardiovascular Equipment,Cycling Classes,Dance,Personal Training,Pilates,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,17 (or 12 with guardian),True
1112375,244534,0,Maximum Fitness Vacaville,"Fitness Club
At least 1 Silver&Fit Exercise Class/Week",201 Main St,,Vacaville,CA,95688,2.82,7074470606,7074477684 ,teresa@maxfitvacaville.com,www.maximumfitnessvacaville.com,"Aquatics,Cardiovascular Equipment,Childcare,Cycling Classes,Locker Facilities,Personal Training,Pool,Sauna,Strength Training Equipment,Tanning,Whirlpool,Yoga,Zumba",,Coed,True,False,NoFeeRequired,False,False,,False,14 (or 13 with guardian),True
1258881,393520,0,Fitness Essentials,Fitness Club,202 Bella Vista Rd,Ste D,Vacaville,CA,95687,3.43,7077381754,,kevin.proschold@gmail.com,www.fitnessessentialsvacaville.com,"Cardiovascular Equipment,Personal Training,Pilates,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 12 with guardian),True
1158101,307999,0,Vacaville Fitness,Fitness Club,787 Orange Dr,,Vacaville,CA,95687,3.82,7074517300,,customerservice@vacavillefitness.com,www.vacavillefitness.com,"Cardiovascular Equipment,Personal Training,Strength Training Equipment,Yoga",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1105546,237670,0,Anytime Fitness - Penryn - Club 2481,Fitness Club,3105 Penryn Rd,,Penryn,CA,95663,4.95,9166600700,9166600711 ,PenrynCA@anytimefitness.com,https://www.anytimefitness.com/gyms/1783/Penryn-CA-95663/,"Cardiovascular Equipment,Personal Training,Pilates,Strength Training Equipment,Yoga",,Coed,True,False,NoFeeRequired,False,False,,False,18 (or 12 with guardian),True
1063780,113772,0,Cross Court Athletic Club,"Fitness Club
At least 2 Silver&Fit Exercise Class/Week",433 W Cross St,,Woodland,CA,95695,0.71,5306661319,5306625277 ,gailgomez12@gmail.com,www.crosscourt.com,"Aquatics,Basketball,Cardiovascular Equipment,Childcare,Cycling Classes,Dance,Locker Facilities,Massage Therapy,Personal Training,Pool,Racquetball,Sauna,Steam Room,Strength Training Equipment,Whirlpool,Yoga,Zumba",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1136443,276961,0,Knockoutz Fitness Center,Fitness Club,36 Main St,,Woodland,CA,95695,0.75,5306620999,,knockoutz@att.net,www.knockoutzfit.com,"Cardiovascular Equipment,Locker Facilities,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1052987,160280,0,Oasis Club and Spa for Women,"Gender-Specific Fitness Center
At least 2 Silver&Fit Exercise Class/Week",1317 College St,,Woodland,CA,95695,1.61,5306624444,5306624446 ,oasisclubandspa@hotmail.com,www.oasisclubandspa.com,"Cardiovascular Equipment,Cycling Classes,Kickboxing,Locker Facilities,Massage Therapy,Personal Training,Pilates,Pool,Sauna,Spa Services,Strength Training Equipment,Tanning,Yoga,Zumba",,Female Only,True,False,NoFeeRequired,False,False,,False,14 (or 13 with guardian),True
1127493,264380,0,Anytime Fitness - Winters - Club 2235,Fitness Club,113 Main St,,Winters,CA,95694,0.37,5307954444,,wintersca@anytimefitness.com,https://www.anytimefitness.com/gyms/2726/winters-ca-95694/,"Cardiovascular Equipment,Cycling Classes,Dance,Kickboxing,Locker Facilities,Personal Training,Strength Training Equipment,Yoga",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 13 with guardian),True
1104652,236577,0,Anytime Fitness - Sacramento - Club 2200,Fitness Club,6350 Folsom Blvd,,Sacramento,CA,95819,4.08,9164525555,9164525554 ,sacramentoca2@anytimefitness.com,www.anytimefitness.com/gyms/1724/Sacramento-CA-95819,"Cardiovascular Equipment,Cycling Classes,Locker Facilities,Massage Therapy,Personal Training,Strength Training Equipment,Yoga",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1163896,313941,0,Dr Ephraim Williams Family Life Center,Fitness Club,4036 14th Ave,,Sacramento,CA,95820,3.34,9167377064,9164523512 ,lharris@stpaulsac.org,http://stpaulsac.org/family-life-center/,"Basketball,Cardiovascular Equipment,Childcare,Locker Facilities,Massage Therapy,Racquetball,Running/Walking Track,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1287909,422683,0,Sacramento International Table Tennis Association,Exercise Center,5400 Power Inn Rd,Ste A,Sacramento,CA,95820,1.77,9166198900,,info@sittafit.com,https://www.sittafit.com/,"Cardiovascular Equipment,Locker Facilities,Personal Training,Sauna,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,18 (or 5 with guardian),True
1266647,402061,0,Anytime Fitness - Lincoln - Club 4625,Fitness Club,880 Sterling Pkwy,Ste 10,Lincoln,CA,95648,0.81,9165876100,,LincolnCA@anytimefitness.com,https://www.anytimefitness.com/gyms/4377/lincoln-ca-95648/,"Cardiovascular Equipment,Locker Facilities,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1289592,424075,0,Chic Express Fitness,Gender-Specific Fitness Center,1311 Mangrove Ave,Ste E,Chico,CA,95926,3.32,5309655556,,chicexpressfitness@outlook.com,,"Cardiovascular Equipment,Dance,Personal Training,Pilates,Strength Training Equipment,Yoga,Zumba",,Female Only,True,False,NoFeeRequired,False,False,,False,16 (or 10 with guardian),True
1203784,355204,0,Gridley Fitness Center,Fitness Club,1010 Sycamore St,,Gridley,CA,95948,3.55,5308464040,5308464040 ,fklimek@comcast.net,http://www.gridleyfitness.com/contact.html,"Cardiovascular Equipment,Cycling Classes,Personal Training,Strength Training Equipment,Tanning,Yoga,Zumba",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 14 with guardian),True
1137939,392439,0,Snap Fitness - Pollock Pines - Club 1358,Fitness Club,6454 Pony Express Trl,Ste 25,Pollock Pines,CA,95726,1.78,5303447027,,pollockpines@snapfitness.com,www.snapfitness.com,"Cardiovascular Equipment,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 14 with guardian),True
1257949,392428,0,Yuba Sutter Training Zone,"Fitness Club
At least 1 Silver&Fit Exercise Class/Week",424 D St,,Marysville,CA,95901,2.71,5307427473,5307427905 ,rebecca@trainingzone.fit,www.trainingzoneworkout.com,"Basketball,Cardiovascular Equipment,Childcare,Climbing Wall,Cycling Classes,Dance,Kickboxing,Locker Facilities,Massage Therapy,Personal Training,Pilates,Sauna,Strength Training Equipment,Tanning,Yoga,Zumba",,Coed,True,False,NoFeeRequired,False,False,,False,13 (or 13 with guardian),True
1256703,391056,0,Anytime Fitness Grass Valley CA - Club 4063,Fitness Club,562 Sutton Way,,Grass Valley,CA,95945,3.17,5306524680,5305065383 ,GrassValleyCA@anytimefitness.com,https://www.anytimefitness.com/gyms/4224/grass-valley-ca-95945/,"Cardiovascular Equipment,Cycling Classes,Personal Training,Pilates,Strength Training Equipment,Yoga",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1107712,241019,0,Anytime Fitness - Oroville - Club 2596,Fitness Club,1124 Oro Dam Blvd E,Ste H,Oroville,CA,95965,4.56,5305337770,,Oroville@anytimefitness.com,www.anytimefitness.com/gyms/1926/Oroville-CA-95965,"Cardiovascular Equipment,Locker Facilities,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1176807,326068,0,Shasta Athletic Club,Fitness Club,1988 Park Marina Dr,,Redding,CA,96001,2.91,5302417711,5302414079 ,info@shastaathleticclub.com,www.shastaathleticclub.com,"Aquatics,Basketball,Cardiovascular Equipment,Childcare,Cycling Classes,Locker Facilities,Personal Training,Pilates,Pool,Racquetball,Sauna,Strength Training Equipment,Tanning,Whirlpool,Yoga,Zumba",,Coed,True,False,NoFeeRequired,False,False,,False,15 (or 10 with guardian),True
1104728,333829,0,Adamson's Peak Performance,Fitness Club,3050 C St,,Redding,CA,96002,3.29,5302218006,5302241552 ,,http://www.adamsonspeakperformance.com/,"Cardiovascular Equipment,Locker Facilities,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1132562,399797,0,Anytime Fitness - Anderson - Club 4374,Fitness Club,2700 Balls Ferry Rd,,Anderson,CA,96007,1.14,5307764380,,AndersonCA@anytimefitness.com,https://www.anytimefitness.com/gyms/4105/anderson-ca-96007/,"Cardiovascular Equipment,Locker Facilities,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1104481,236340,0,Red Bluff Health and Fitness,Fitness Club,100 Jackson St,,Red Bluff,CA,96080,0.60,5305291220,5305295772 ,rbhfmanager@gmail.com,www.redbluffhealthfitness.com/,"Aquatics,Cardiovascular Equipment,Dance,Kickboxing,Locker Facilities,Massage Therapy,Personal Training,Pool,Spa Services,Strength Training Equipment,Tanning,Yoga,Zumba",,Coed,True,False,NoFeeRequired,False,False,,False,15 (or 12 with guardian),True
1251031,385552,0,Sierra Athletic Club,Exercise Center,593 Tahoe Keys Blvd,Ste C,South Lake Tahoe,CA,96150,1.44,5305424426,,info@sierraathleticclub.com,www.sierraathleticclub.com,"Cycling Classes,Locker Facilities,Personal Training,Sauna",,Coed,True,False,NoFeeRequired,False,False,,False,18 (or 14 with guardian),True
1146958,292361,0,Apex Recreation Center,"Fitness Club
At least 1 Silver&Fit Exercise Class/Week",13150 W 72nd Ave,,Arvada,CO,80005,1.35,3034242739,3034207397 ,justinm@apexprd.org,https://apexprd.org/facility/apex-center/,"Aquatics,Basketball,Cardiovascular Equipment,Childcare,Climbing Wall,Cycling Classes,Kickboxing,Locker Facilities,Massage Therapy,Personal Training,Pickleball,Pilates,Pool,Running/Walking Track,Strength Training Equipment,Tai Chi,Whirlpool,Yoga,Zumba",,Coed,True,False,NoFeeRequired,False,False,,False,9 (or 1 with guardian),True
1111392,242432,0,Anytime Fitness - Wheat Ridge - Club 2708,Fitness Club,5111 Kipling St,,Wheat Ridge,CO,80033,1.85,3034566667,,denverco@anytimefitness.com,www.anytimefitness.com/gyms/2069/Arvada-CO-80033,"Cardiovascular Equipment,Locker Facilities,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1066140,292617,0,Curves - 5372,Gender-Specific Fitness Center,8250 W 80th Ave,Ste 3,Arvada,CO,80005,2.61,3034228900,,curvesarvada@gmail.com,www.curves.com,"Cardiovascular Equipment,Strength Training Equipment",,Female Only,True,False,NoFeeRequired,False,False,,False,13 (or 13 with guardian),True
1190989,339786,0,Streetlight Studios,Exercise Center,9001 Harlan St,,Westminster,CO,80031,4.47,7202013607,3035523768 ,carolcasper@comcast.net,www.myzumbaclass.com,"Pilates,Yoga",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1189162,337901,0,Anytime Fitness - Westminster - Club 4785,Fitness Club,9910 Wadsworth Pkwy,,Westminster,CO,80021,4.57,3034270365,,westminsterco@anytimefitness.com,www.anytimefitness.com/gyms/3687/Westminster-CO-80021,"Cardiovascular Equipment,Locker Facilities,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1250335,384918,0,Body Mind Systems/Human Harmonies,Exercise Center,5455 W 38th Ave,Ste H,Wheat Ridge,CO,80212,4.80,7204468418,,john.hanley@bodymindsystems.com,http://www.martialartswheatridge.com/,"Tai Chi,Yoga",,Coed,True,False,NoFeeRequired,False,False,,False,Information not available,True
1286102,421023,0,Snap Fitness - Westminster - Club 1972,Fitness Club,9250 Sheridan Blvd,Ste 100,Westminster,CO,80031,3.96,3035581717,,westminsterco@snapfitness.com,www.snapfitness.com,"Cardiovascular Equipment,Personal Training,Strength Training Equipment",,Coed,True,False,NoFeeRequired,False,False,,False,16 (or 14 with guardian),True
