gymId,location,address,city,state,zipcode,phoneNumber,gymType,website,pool,groupFitness,onlineEnrollment,notes,latitude,longitude,domainId,cardio,strength,aquatic,specialty,personalFitnessPlan,mindAndBody,distance,solrLocation
15098,Palm Springs Fitness Center,170 S. Sunrise Way,Palm Springs,CA,92262,760-327-7979,coed,www.palmspringsfitnesscenter.com,False,True,False,,33.8218285,-116.5281969,0,True,True,False,False,False,True,49.24419403076172,"33.8218285,-116.5281969"
14023,Fitness 1440,68100 Ramon Rd,Cathedral City,CA,92234,760-895-1440,coed,fitness-1440-1.business.site/,False,False,False,,33.8159935,-116.4737325,0,False,False,False,False,True,False,45.6569709777832,"33.8159935,-116.4737325"
14932,World Gym Palm Springs,"1751 N. Sunrise Way, Ste. E",Palm Springs,CA,92262,760-327-7100,coed,www.worldgympalmsprings.com,False,True,False,,33.845085,-116.5282131,0,True,True,False,False,False,True,44.79281997680664,"33.845085,-116.5282131"
15114,EOS Fitness - Palm Springs,4070 Airport Center Drive,Palm Springs,CA,92264,760-322-2003,co-ed,www.eosfitness.com,False,True,False,,33.8168275,-116.5024704,0,True,True,False,False,False,True,44.47488021850586,"33.8168275,-116.5024704"
6943,World Gym - Desert Hot Springs,12155 Palm Drive,Desert Hot Springs,CA,92240,760-329-8504,co-ed,worldgym.com/deserthotsprings,False,True,False,,33.960285,-116.5013536,0,True,False,False,True,True,True,45.023380279541016,"33.960285,-116.5013536"
14620,Five Star Fitness - Desert Hot Springs,64-949 Mission Lakes Blvd,Desert Hot Springs,CA,92284,760-329-9500,coed,www.fivestargym.com/,False,True,False,,33.976062,-116.5300691,0,True,True,False,False,False,True,45.77883529663086,"33.976062,-116.5300691"
11935,Curves,73487 - 29 Palms Highway,Twentynine Palms,CA,92277,760-361-3065,women,www.curves.com/locations,False,False,False,,34.1355305,-116.0587896,0,False,False,False,False,False,False,30.505146026611328,"34.1355305,-116.0587896"
14022,Total Fitness,71717 Twentynine Palms Hwy.,Twentynine Palms ,CA,92277,760-800-1310,co-ed,www.totalfitness29.com,False,True,False,,34.1353685,-116.0979037,0,True,True,False,False,False,True,29.956308364868164,"34.1353685,-116.0979037"
14619,Five Star Fitness,57-725 29 Palms Highway Suite 310,Yucca Valley,CA,92240,760-228-9100,coed,http://fivestargym.com/,False,True,False,,34.1206246,-116.4252793,0,True,True,False,False,False,True,30.997339248657227,"34.1206246,-116.4252793"
16331,29 Palms Family Fitness,73782 Two Mile Rd.,Twentynine Palms,CA,92277,760-361-8010,coed,29fit.com,False,False,False,,34.1502335,-116.0523305,0,False,False,False,False,False,False,31.583541870117188,"34.1502335,-116.0523305"
14016,Anytime Fitness,1251 E. Main St.,Barstow,CA,92311,760-256-8141,co-ed,www.anytimefitness.com/gyms/970/barstow-ca-92311/,False,False,False,,34.8972112,-117.0087865,0,False,False,False,False,False,False,46.799766540527344,"34.8972112,-117.0087865"
7789,Nevada Treasure RV Resort,301 W Leslie St,Pahrump,NV,89060,775-751-1174,co-ed,www.nvtreasure.com,True,False,False,,36.3121695,-116.0183407,0,False,False,False,False,False,False,49.10296630859375,"36.3121695,-116.0183407"
11946,Curves,185 S. Patterson Ave.,Santa Barbara,CA,93111,805-692-5399,women,www.curves.com/locations,False,False,False,,34.4355242,-119.809157,0,False,False,False,False,False,False,27.51605224609375,"34.4355242,-119.809157"
14037,Gold's Gym - Goleta,6144 Calle Real,Goleta,CA,93117,805-964-0556,co-ed,www.goldsgym.com/goleta-ca/?utm_source=local&utm_medium=organic&utm_campaign=goleta,False,True,False,,34.4395215,-119.835512,0,True,True,False,False,False,True,27.858787536621094,"34.4395215,-119.835512"
14036,Pier Fitness,803 East Walnut Ave,Lompoc,CA,93436,805-736-3493,co-ed,www.pierfitness.com,True,True,False,,34.6405855,-120.4485703,0,True,True,True,False,False,True,49.16114807128906,"34.6405855,-120.4485703"
10098,In-Shape,501 West Central Ave.,Lompoc,CA,93436,805-735-2600,co-ed,www.inshape.com,True,True,False,,34.6608635,-120.4624414,0,True,True,True,True,True,True,47.159027099609375,"34.6608635,-120.4624414"
10099,In-Shape,1318 S. Broadway,Santa Maria,CA,93454,805-928-7474,co-ed,www.inshape.com,True,True,False,,34.9373846,-120.4358771,0,True,True,True,True,True,True,46.016414642333984,"34.9373846,-120.4358771"
14026,Fit Republic - Santa Maria,2406 S Broadway,Santa Maria,CA,93454,805-310-4701,co-ed,www.fitrepublic.com,False,True,False,,34.9163849,-120.4358655,0,True,True,False,False,False,False,45.15388870239258,"34.9163849,-120.4358655"
10086,In-Shape,325 N. 11th Ave.,Hanford,CA,93230,559-585-6555,co-ed,www.inshape.com,True,True,False,,36.3268719,-119.6549184,0,True,True,True,True,True,True,3.123350143432617,"36.3268719,-119.6549184"
10087,In-Shape,1140 N. Lemoore Ave. ,Lemoore,CA,93245,559-925-4210,co-ed,www.inshape.com,False,True,False,,36.314262,-119.7807356,0,True,True,False,True,True,True,4.024850368499756,"36.314262,-119.7807356"
10088,In-Shape,899 W. Henderson Ave.,Porterville,CA,93257,559-782-9000,co-ed,www.inshape.com,True,True,False,,36.080327,-119.0377895,0,True,True,True,True,True,True,40.713172912597656,"36.080327,-119.0377895"
10089,In-Shape,1313 S. Mooney Blvd.,Visalia,CA,93277,559-741-1700,co-ed,www.inshape.com,True,True,False,,36.3193116,-119.3140156,0,True,True,True,True,True,True,21.963180541992188,"36.3193116,-119.3140156"
10090,In-Shape,909 N. Demaree Street,Visalia ,CA,93291,559-733-1041,co-ed,www.inshape.com,True,True,False,,36.3371225,-119.3319666,0,True,True,True,True,True,True,21.021835327148438,"36.3371225,-119.3319666"
10596,Snap Fitness,231 E Pine St,Exeter,CA,93221,559-838-0094,co-ed,www.snapfitness.com/gyms,False,False,False,,36.2965311,-119.1405085,0,False,False,False,False,True,False,31.64482879638672,"36.2965311,-119.1405085"
11953,Curves,339 E. Shaw Avenue,Fresno,CA,93710,559-221-7001,women,www.curves.com/locations,False,False,False,,36.8083769,-119.7819583,0,False,False,False,False,False,False,34.44591522216797,"36.8083769,-119.7819583"
11954,Curves,2053 W. Bullard Ave,Fresno,CA,93711,559-447-5058,women,www.curves.com/locations,False,False,False,,36.8227145,-119.8276828,0,False,False,False,False,False,False,35.8106575012207,"36.8227145,-119.8276828"
11955,Curves,8963 N. Chestnut Avenue,Fresno,CA,93720,559-298-3100,women,www.curves.com/locations,False,False,False,,36.8662394,-119.7388763,0,False,False,False,False,False,False,38.23868942260742,"36.8662394,-119.7388763"
13961,Fit Republic - Visalia,4207 W Noble Ave,Visalia,CA,93277,559-205-2555,co-ed,www.fitrepublic.com,False,True,False,,36.3269275,-119.3374305,0,True,True,False,False,False,False,20.676044464111328,"36.3269275,-119.3374305"
13967,Fit Republic - Fresno-Figarden,6360 North Figarden Rd,Fresno,CA,93722,559-369-2466,co-ed,www.fitrepublic.com,False,True,False,,36.8263294,-119.8694827,0,True,True,False,False,False,False,36.55292892456055,"36.8263294,-119.8694827"
13968,Fit Republic - Fresno-Ashlan,4175 East Ashlan Ave,Fresno,CA,93726,559-369-2469,co-ed,www.fitrepublic.com,False,True,False,,36.7942775,-119.7556203,0,True,True,False,False,False,False,33.33229446411133,"36.7942775,-119.7556203"
10091,In-Shape,2681 Oswell Street,Bakersfield,CA,93306,661-371-2990,co-ed,www.inshape.com,True,True,False,,35.394748,-118.9496693,0,True,True,True,True,True,True,20.587656021118164,"35.394748,-118.9496693"
10092,In-Shape,3409 Coffee Road,Bakersfield ,CA,93308,661-615-6125,co-ed,www.inshape.com,True,True,False,,35.3909975,-119.0923277,0,True,True,True,True,True,True,24.191423416137695,"35.3909975,-119.0923277"
10093,In-Shape,4801 White Lane,Bakersfield,CA,93309,661-398-4970,co-ed,www.inshape.com,True,True,False,,35.3178765,-119.0553257,0,True,True,True,True,True,True,18.96412467956543,"35.3178765,-119.0553257"
10094,In-Shape,4230 California Ave.,Bakersfield,CA,93309,661-843-3100,co-ed,www.inshape.com,True,True,False,,35.3674504,-119.0490462,0,True,True,True,True,True,True,21.439041137695312,"35.3674504,-119.0490462"
10095,Fitness 19,9620 Hageman Rd,Bakersfield,CA,93312,661-588-5519,co-ed,www.fitness19.com,False,False,False,,35.3981875,-119.1088414,0,False,False,False,False,False,False,25.154922485351562,"35.3981875,-119.1088414"
10096,In-Shape,5423 Calloway Drive,Bakersfield,CA,93312,661-387-8120,co-ed,www.inshape.com,False,True,False,,35.410239,-119.1100962,0,True,True,False,True,True,True,25.855371475219727,"35.410239,-119.1100962"
11486,24 Hour Fitness,3633 Rosedale Highway,Bakersfield,CA,93308,661-325-3600,co-ed,www.24hourfitness.com,True,True,False,Please see the Fitness Manager for the Personalized Fitness Plan,35.3831055,-119.0482336,0,True,True,True,True,True,True,22.310184478759766,"35.3831055,-119.0482336"
11487,24 Hour Fitness,4302 Gosford Road,Bakersfield,CA,93313,661-398-1111,co-ed,www.24hourfitness.com,True,True,False,Please see the Fitness Manager for the Personalized Fitness Plan,35.3161896,-119.0920468,0,True,True,True,True,True,True,20.318492889404297,"35.3161896,-119.0920468"
11948,Curves,3709 Columbus St.,Bakersfield,CA,93306,661-873-1776,women,www.curves.com/locations,False,False,False,,35.3994509,-118.9519534,0,False,False,False,False,False,False,20.936725616455078,"35.3994509,-118.9519534"
11949,Curves,9500 Flushing Quail Road,Bakersfield,CA,93312,661-589-2380,women,www.curves.com/locations,False,False,False,,35.3862265,-119.107854,0,False,False,False,False,False,False,24.477354049682617,"35.3862265,-119.107854"
13993,Planet Fitness-Cal Ave,4001 California Ave,Bakersfield ,CA,93309,661-374-8429,co-ed,www.planetfitness.com/gyms/bakersfield-california-ave-ca,False,False,False,,35.3669846,-119.0462935,0,False,False,False,False,False,False,21.32427978515625,"35.3669846,-119.0462935"
13996,Planet Fitness-Niles,6151 Niles St,Bakersfield ,CA,93306,661-742-1920,co-ed,www.planetfitness.com/gyms/bakersfield-niles-st-ca,False,False,False,,35.3759305,-118.9355905,0,False,False,False,False,False,False,19.10419464111328,"35.3759305,-118.9355905"
13972,Fit Republic - Tulare,180 E. Cross,Tulare,CA,93274,559-556-0460,co-ed,www.fitrepublic.com,False,True,False,,36.2132972,-119.3475094,0,True,True,False,False,False,False,46.065696716308594,"36.2132972,-119.3475094"
13974,Fit Republic - Hanford,110 S 11th Ave,Hanford,CA,93230,559-587-9964,co-ed,www.fitrepublic.com,False,True,False,,36.3221922,-119.6552461,0,True,True,False,False,False,False,37.747764587402344,"36.3221922,-119.6552461"
13997,Planet Fitness-Delano ,625 Cecil Ave,Delano ,CA,93215,661-778-0049,co-ed,www.planetfitness.com/gyms/delano-ca,False,False,False,,35.7759535,-119.2503621,0,False,False,False,False,False,False,46.50387954711914,"35.7759535,-119.2503621"
14027,Give Fitness Health Club,7175 El Camino Real,Atascadero,CA,93422,805-466-4483,co-ed,givefitness.com,False,True,False,,35.484607,-120.6627519,0,True,True,True,True,False,True,43.538536071777344,"35.484607,-120.6627519"
14030,Fit Republic - Atascadero,8665 El Camino Real,Atascadero,CA,93422,805-538-2820,co-ed,www.fitrepublic.com,False,True,False,,35.4722656,-120.653553,0,True,True,False,False,False,False,43.70451354980469,"35.4722656,-120.653553"
10597,Snap Fitness,671 W Tefft St,Nipomo,CA,93444,805-929-2900,co-ed,www.snapfitness.com/gyms,False,True,False,,35.0346281,-120.4885583,0,True,True,False,False,True,False,44.70505142211914,"35.0346281,-120.4885583"
13969,Fit Republic - Centerpoint,3003 N Maroa Ave,Fresno,CA,93704,559-369-2486,co-ed,www.fitrepublic.com,True,True,False,,36.7777773,-119.7996282,0,True,True,False,False,False,False,32.485923767089844,"36.7777773,-119.7996282"
13970,Fit Republic - Sanger,1861 Academy Ave,Sanger,CA,93657,559-399-3622,co-ed,www.fitrepublic.com,False,True,False,,36.692296,-119.5541809,0,True,True,False,False,False,False,27.549320220947266,"36.692296,-119.5541809"
13971,Fit Republic - Fresno-Herndon,6735 North First St,Fresno,CA,93710,559-500-1343,co-ed,www.fitrepublic.com,False,True,False,,36.836253,-119.7723964,0,True,True,False,False,False,False,36.30335998535156,"36.836253,-119.7723964"
13973,Fit Republic - Clovis,1295 Shaw Ave,Clovis,CA,93612,559-575-0056,co-ed,www.fitrepublic.com,False,True,False,,36.8086745,-119.6928636,0,True,True,False,False,False,False,34.2349967956543,"36.8086745,-119.6928636"
13975,Fit Republic - Dinuba,2270 E El Monte Way,Dinuba,CA,93618,559-667-9837,co-ed,www.fitrepublic.com,False,True,False,,36.5455095,-119.3679537,0,True,True,False,False,False,False,24.811668395996094,"36.5455095,-119.3679537"
13977,Fit Republic - Selma,2851 Whitson St.,Selma,CA,93662,559-691-4370,co-ed,www.fitrepublic.com,False,True,False,,36.5758859,-119.6243534,0,True,True,False,False,False,False,18.73246192932129,"36.5758859,-119.6243534"
13998,Planet Fitness-White Lane ,2300 White Lane,Bakersfield ,CA,93304,661-836-2300,co-ed,www.planetfitness.com/gyms/bakersfield-ca,False,False,False,,35.3177425,-119.0288808,0,False,False,False,False,False,False,18.000446319580078,"35.3177425,-119.0288808"
10103,In-Shape,930 N Norma Street,Ridgecrest,CA,93555,760-428-7001,co-ed,www.inshape.com,False,True,False,,35.6378401,-117.6786982,0,True,True,False,True,True,True,43.021644592285156,"35.6378401,-117.6786982"
11952,Curves,16810 Road 26,Madera,CA,93638,559-662-0234,women,www.curves.com/locations,False,False,False,,36.9935373,-120.0743174,0,False,False,False,False,False,False,42.66423416137695,"36.9935373,-120.0743174"
13976,Fit Republic - Madera-Cleveland,2330 W Cleveland Ave,Madera,CA,93637,559-675-9970,co-ed,www.fitrepublic.com,False,True,False,,36.9744754,-120.0853388,0,True,True,False,False,False,False,41.77930450439453,"36.9744754,-120.0853388"
14031,San Luis Obispo County YMCA,1020 Southwood Dr.,San Luis Obispo,CA,93405,805-543-8235,co-ed,www.sloymca.org,True,True,False,,35.2661466,-120.6435112,0,True,True,True,True,False,True,49.11573791503906,"35.2661466,-120.6435112"
10097,Fitness 19,908 Rancho Pkwy,Arroyo Grande,CA,93420,805-489-1908,co-ed,www.fitness19.com,False,False,False,,35.1274404,-120.5938515,0,False,False,False,False,False,False,49.304203033447266,"35.1274404,-120.5938515"
7738,Anytime Fitness,1352 Hwy. 395,Gardnerville,NV,89410,775-783-5130,co-ed,www.anytimefitness.com/gyms/2667/gardnerville-nv-89410/,False,True,False,,38.9366166,-119.7405375,0,True,False,False,False,True,True,49.20281219482422,"38.9366166,-119.7405375"
16713,Mountain Muscle,40118 Enterprise Dr,Oakhurst,CA,93644,559-641-7255,coed,www.mountainmuscle.net,True,True,False,,37.3320868,-119.6614806,0,True,True,False,True,False,True,45.56023406982422,"37.3320868,-119.6614806"
10138,In-Shape,2501 Shaffer Road,Atwater,CA,95301,209-357-5330,co-ed,www.inshape.com,True,True,False,,37.357726,-120.5958898,0,True,True,True,True,True,True,47.001888275146484,"37.357726,-120.5958898"
10143,In-Shape,2951 N. G Street,Merced,CA,95340,209-723-3377,co-ed,www.inshape.com,True,True,False,,37.3134956,-120.4695385,0,True,True,True,True,True,True,40.39104080200195,"37.3134956,-120.4695385"
10144,In-Shape,350 E. Yosemite Ave.,Merced,CA,95340,209-722-3988,co-ed,www.inshape.com,True,True,False,,37.3321075,-120.4655309,0,True,True,True,True,True,True,40.01150894165039,"37.3321075,-120.4655309"
10145,In-Shape,3275 R Street,Merced,CA,95348,209-725-8375,co-ed,www.inshape.com,False,True,False,,37.3226301,-120.4870655,0,True,True,False,True,True,True,41.26274108886719,"37.3226301,-120.4870655"
11132,Snap Fitness,18919 Ferretti Rd,Groveland,CA,95321,209-309-0009,co-ed,www.snapfitness.com/gyms,False,False,False,,37.8405958,-120.2249216,0,False,False,False,False,True,False,40.69059371948242,"37.8405958,-120.2249216"
11971,Curves,1809 Bellevue Road,Atwater,CA,95301,209-357-9800,women,www.curves.com/locations,False,False,False,,37.3604849,-120.6127844,0,False,False,False,False,False,False,47.91792678833008,"37.3604849,-120.6127844"
11972,Curves,28 W. Olive Avenue,Merced,CA,95348,209-722-8783,women,www.curves.com/locations,False,False,False,,37.3184067,-120.4707671,0,False,False,False,False,False,False,40.41164016723633,"37.3184067,-120.4707671"
13934,Fit Republic - Atwater,1085 Bellevue Rd,Atwater,CA,95301,209-676-2206,co-ed,www.fitrepublic.com,False,True,False,,37.3604645,-120.60378,0,True,True,False,False,False,False,47.42417907714844,"37.3604645,-120.60378"
13936,Fit Republic - Merced,3360 N State Hwy 59 St,Merced,CA,95348,209-691-0334,co-ed,www.fitrepublic.com,False,True,False,,37.3272542,-120.5046284,0,True,True,False,False,False,False,42.183494567871094,"37.3272542,-120.5046284"
10104,In-Shape,2240 Pacheco Blvd.,Los Banos,CA,93635,209-827-4400,co-ed,www.inshape.com,True,True,False,,37.0570835,-120.8196209,0,True,True,True,True,True,True,46.706573486328125,"37.0570835,-120.8196209"
13931,Fit Republic - Los Banos,1301 W Pacheco Blvd,Los Banos,CA,93635,209-587-8095,co-ed,www.fitrepublic.com,False,True,False,,37.0567165,-120.8732111,0,True,True,False,False,False,False,48.38054275512695,"37.0567165,-120.8732111"
10151,In-Shape,2821 Countryside Drive ,Turlock,CA,95380,209-634-1035,co-ed,www.inshape.com,True,True,False,,37.5187685,-120.8805768,0,True,True,True,True,True,True,43.91939163208008,"37.5187685,-120.8805768"
10152,In-Shape,2710 Geer Road,Turlock,CA,95382,209-667-2900,co-ed,www.inshape.com,True,True,False,,37.517713,-120.8487968,0,True,True,True,True,True,True,42.57573318481445,"37.517713,-120.8487968"
13926,Fit Republic - Turlock,2705 Geer Rd,Turlock,CA,95382,209-252-0077,co-ed,www.fitrepublic.com,False,True,False,,37.5174527,-120.8490289,0,True,True,False,False,False,False,42.572879791259766,"37.5174527,-120.8490289"
6930,Anytime Fitness,1075 Sperry Ave.,Patterson,CA,95363,209-892-4348,co-ed,www.anytimefitness.com/gyms/1980/patterson-ca-95363/,False,True,False,,37.4644715,-121.1437708,0,True,False,False,False,True,True,41.90302276611328,"37.4644715,-121.1437708"
10139,In-Shape,1769 Mitchell Road,Ceres,CA,95307,209-338-6010,co-ed,www.inshape.com,True,True,False,,37.6038633,-120.9387904,0,True,True,True,True,True,True,43.86046600341797,"37.6038633,-120.9387904"
10147,In-Shape,2254 Floyd Ave.,Modesto,CA,95355,209-551-1400,co-ed,www.inshape.com,True,True,False,,37.6780555,-120.9560134,0,True,True,True,True,True,True,48.956573486328125,"37.6780555,-120.9560134"
11973,Curves,2307 Oakdale Road,Modesto,CA,95355,209-549-7655,women,www.curves.com/locations,False,False,False,,37.675107,-120.9577682,0,False,False,False,False,False,False,48.80354690551758,"37.675107,-120.9577682"
13929,Fit Republic - Modesto-McHenry,2012 McHenry Ave,Modesto,CA,95350,209-577-1060,co-ed,www.fitrepublic.com,True,True,False,,37.673163,-120.9939678,0,True,True,True,False,False,True,49.459129333496094,"37.673163,-120.9939678"
13930,Fit Republic - Modesto-Oakdale,1717 Oakdale Rd.,Modesto,CA,95355,209-579-3442,co-ed,www.fitrepublic.com,False,True,False,,37.6685012,-120.9576661,0,True,True,False,False,False,False,48.37875747680664,"37.6685012,-120.9576661"
10146,In-Shape,1800 Prescott Road,Modesto,CA,95350,209-521-5900,co-ed,www.inshape.com,True,True,False,,37.6720557,-121.0312373,0,True,True,True,True,True,True,42.98490905761719,"37.6720557,-121.0312373"
11129,Snap Fitness,8050 Santa Teresa Blvd,Gilroy,CA,95020,408-848-8701,co-ed,www.snapfitness.com/gyms,False,True,False,,37.0141942,-121.5994445,0,True,True,False,False,True,False,41.85216522216797,"37.0141942,-121.5994445"
11543,24 Hour Fitness,850 Tennant Station,Morgan Hill,CA,95037,408-779-5555,co-ed,www.24hourfitness.com,True,True,False,Please see the Fitness Manager for the Personalized Fitness Plan,37.1138839,-121.6371399,0,True,True,True,True,True,True,43.850868225097656,"37.1138839,-121.6371399"
11956,Curves,17819 Countryside Court,Prunedale,CA,93907,831-663-0107,women,www.curves.com/locations,False,False,False,,36.7958157,-121.6683005,0,False,False,False,False,False,False,49.280357360839844,"36.7958157,-121.6683005"
11974,Curves,111-113 N. 3rd Avenue,Oakdale,CA,95361,209-845-0553,women,www.curves.com/locations,False,False,False,,37.7665625,-120.8480766,0,False,False,False,False,False,False,48.261985778808594,"37.7665625,-120.8480766"
13928,Fit Republic - Modesto-Dale,4120 Dale Rd.,Modesto,CA,95356,209-545-9055,co-ed,www.fitrepublic.com,False,True,False,,37.6983789,-121.0499873,0,True,True,False,False,False,False,45.000465393066406,"37.6983789,-121.0499873"
13948,Fit Republic - Gilroy,8540 Church St.,Gilroy,CA,95020,408-663-5232,co-ed,www.fitrepublic.com,False,True,False,,37.0213871,-121.5784195,0,True,True,False,False,False,False,40.65299987792969,"37.0213871,-121.5784195"
10105,In-Shape,1502 N. Main Street,Salinas,CA,93906,831-975-4233,co-ed,www.inshape.com,False,True,False,,36.711892,-121.6542033,0,True,True,False,True,True,True,5.145576477050781,"36.711892,-121.6542033"
10106,In-Shape,1040 N. Davis Road,Salinas,CA,93907,831-755-0555,co-ed,www.inshape.com,True,True,False,,36.6958265,-121.6685221,0,True,True,True,True,True,True,4.891882419586182,"36.6958265,-121.6685221"
10107,In-Shape,26536 Carmel Rancho Blvd.,Carmel ,CA,93923,831-620-7100,co-ed,www.inshape.com,True,True,False,,36.5386794,-121.9050283,0,True,True,True,True,True,True,18.665096282958984,"36.5386794,-121.9050283"
10108,In-Shape,2370 Fremont Street,Monterey,CA,93940,831-333-1853,co-ed,www.inshape.com,True,True,False,,36.5974358,-121.8535773,0,True,True,True,True,True,True,14.583152770996094,"36.5974358,-121.8535773"
10109,In-Shape,1146 Forest Ave.,Pacific Grove,CA,93950,831-649-2348,co-ed,www.inshape.com,False,True,False,,36.6067777,-121.9221302,0,True,True,False,True,True,True,18.160154342651367,"36.6067777,-121.9221302"
10129,In-Shape,1100-1200 41st Ave. ,Capitola ,CA,95010,831-476-7373,co-ed,www.inshape.com,True,True,False,,36.9685164,-121.9648666,0,True,True,True,True,True,True,29.793489456176758,"36.9685164,-121.9648666"
10599,Snap Fitness,1128 S Main St,Salinas,CA,93901,831-783-0330,co-ed,www.snapfitness.com/gyms,False,True,False,,36.6594002,-121.6589117,0,True,True,False,False,True,False,3.338425397872925,"36.6594002,-121.6589117"
11545,24 Hour Fitness,6223 Santa Teresa Blvd,San Jose,CA,95119,408-225-4024,co-ed,www.24hourfitness.com,True,True,False,Please see the Fitness Manager for the Personalized Fitness Plan,37.2368612,-121.8020121,0,True,True,True,True,True,True,41.94662094116211,"37.2368612,-121.8020121"
11546,24 Hour Fitness,2920 Aborn Square Road,San Jose,CA,95121,408-223-4411,co-ed,www.24hourfitness.com,True,True,False,Please see the Fitness Manager for the Personalized Fitness Plan,37.3137232,-121.8095802,0,True,True,True,True,True,True,47.18585205078125,"37.3137232,-121.8095802"
11547,24 Hour Fitness,2200 Eastridge Loop,San Jose,CA,95122,408-513-3124,co-ed,www.24hourfitness.com,False,True,False,Please see the Fitness Manager for the Personalized Fitness Plan,37.3240804,-121.8118659,0,True,True,True,True,True,True,47.91035079956055,"37.3240804,-121.8118659"
11548,24 Hour Fitness,1825-A Hillsdale Avenue,San Jose,CA,95124,408-723-2639,co-ed,www.24hourfitness.com,True,True,False,Please see the Fitness Manager for the Personalized Fitness Plan,37.262642,-121.919194,0,True,True,True,True,True,True,45.75200653076172,"37.262642,-121.919194"
11549,24 Hour Fitness,2306 Almaden Road,San Jose,CA,95125,408-513-3398,co-ed,www.24hourfitness.com,False,True,False,Please see the Fitness Manager for the Personalized Fitness Plan,37.2912971,-121.8807653,0,True,True,True,True,True,True,46.838050842285156,"37.2912971,-121.8807653"
11550,24 Hour Fitness,1531 Parkmoor Avenue,San Jose,CA,95128,408-295-6666,co-ed,www.24hourfitness.com,True,True,False,Please see the Fitness Manager for the Personalized Fitness Plan,37.3167501,-121.9150008,0,True,True,True,True,True,True,49.13738250732422,"37.3167501,-121.9150008"
11967,Curves,201 River St.,Santa Cruz,CA,95062,831-465-8228,women,www.curves.com/locations,False,False,False,,36.9788924,-122.0271754,0,False,False,False,False,False,False,32.721561431884766,"36.9788924,-122.0271754"
11968,Curves,6055 Meridian Avenue,San Jose,CA,95120,408-927-0012,women,www.curves.com/locations,False,False,False,,37.2302987,-121.8841954,0,False,False,False,False,False,False,42.95586013793945,"37.2302987,-121.8841954"
11969,Curves,2990 Union Avenue,San Jose,CA,95124,408-371-8400,women,www.curves.com/locations,False,False,False,,37.267659,-121.9314685,0,False,False,False,False,False,False,46.335655212402344,"37.267659,-121.9314685"
13946,Fit Republic - San Jose-Willow Glen,1570 Hamilton Ave,San Jose,CA,95125,408-474-0748,co-ed,www.fitrepublic.com,False,True,False,,37.2943955,-121.91265,0,True,True,False,False,False,False,47.64994430541992,"37.2943955,-121.91265"
13949,Fit Republic - San Jose Downtown,150 S. First St.,San Jose,CA,95113,408-684-0745,co-ed,www.fitrepublic.com,False,True,False,,37.3333374,-121.8884873,0,True,True,False,False,False,False,49.72152328491211,"37.3333374,-121.8884873"
10112,Fitness 19,1060 E El Camino Real,Sunnyvale,CA,94087,408-984-1919,co-ed,www.fitness19.com,False,False,False,,37.3521185,-122.0035911,0,False,False,False,False,False,False,48.0361442565918,"37.3521185,-122.0035911"
10130,Fitness 19,1350 S Park Victoria Dr,Milpitas,CA,95035,408-942-8819,co-ed,www.fitness19.com,False,False,False,,37.4165818,-121.8751387,0,False,False,False,False,False,False,49.755828857421875,"37.4165818,-121.8751387"
11130,Snap Fitness,60 N Winchester Blvd,Santa Clara,CA,95050,408-260-1111,co-ed,www.snapfitness.com/gyms,False,True,False,,37.325277,-121.9502056,0,True,True,False,False,True,False,45.1468505859375,"37.325277,-121.9502056"
11497,24 Hour Fitness,1211 E. Arques Avenue,Sunnyvale,CA,94085,408-749-0300,co-ed,www.24hourfitness.com,True,True,False,Please see the Fitness Manager for the Personalized Fitness Plan,37.3806075,-121.9950991,0,True,True,True,True,True,True,49.63371276855469,"37.3806075,-121.9950991"
11498,24 Hour Fitness,150 E. Fremont Avenue,Sunnyvale,CA,94087,408-737-8600,co-ed,www.24hourfitness.com,True,True,False,Please see the Fitness Manager for the Personalized Fitness Plan,37.3520145,-122.0307403,0,True,True,True,True,True,True,48.684600830078125,"37.3520145,-122.0307403"
11499,24 Hour Fitness,762 Sunnyvale Saratoga Road,Sunnyvale,CA,94087,408-220-6588,co-ed,www.24hourfitness.com,True,True,False,Please see the Fitness Manager for the Personalized Fitness Plan,37.3660162,-122.0323061,0,True,True,True,True,True,True,49.58784866333008,"37.3660162,-122.0323061"
11544,24 Hour Fitness,1610 Crane Court,San Jose,CA,95112,408-490-3019,co-ed,www.24hourfitness.com,True,True,False,Please see the Fitness Manager for the Personalized Fitness Plan,37.3721194,-121.9119066,0,True,True,True,True,True,True,47.42087173461914,"37.3721194,-121.9119066"
13950,Fit Republic - San Jose-Meridian,3055 Meridian Ave,San Jose,CA,95124,408-766-7377,co-ed,www.fitrepublic.com,False,True,False,,37.2693382,-121.905332,0,True,True,False,False,False,False,45.89178466796875,"37.2693382,-121.905332"
14048,Fit Republic - Watsonville,25 Penny Ln,Watsonville,CA,95076,831-325-0278,co-ed,www.fitrepublic.com,False,True,False,,36.9294869,-121.7781625,0,True,True,False,False,False,False,21.588191986083984,"36.9294869,-121.7781625"
14049,Fit Republic - Monterey,2000 Garden Road,Monterey,CA,93940,831-531-2762,co-ed,www.fitrepublic.com,False,True,False,,36.5862884,-121.8613408,0,True,True,False,False,False,False,15.211540222167969,"36.5862884,-121.8613408"
